Year;ICD10 Code;ICD10 Diagnosis;Diagnosis Type;Metric;Sex;Value
20.11.2012;I60-I69;Cerebrovascular Disease;Circulatory diseases which can be caused by smoking;Attributable number;Male;9800
20.11.2012;I71;Aortic Aneurysm;Circulatory diseases which can be caused by smoking;Attributable number;Male;5800
20.11.2012;I70;Atherosclerosis;Circulatory diseases which can be caused by smoking;Attributable number;Male;1600
20.11.2012;K25-K27;Stomach / Duodenal Ulcer;Digestive diseases which can be caused caused by smoking;Attributable number;Male;5900
20.11.2012;K50;Crohns Disease;Digestive diseases which can be caused caused by smoking;Attributable number;Male;2200
20.11.2012;K05;Periodontal Disease / Periodonitis;Digestive diseases which can be caused caused by smoking;Attributable number;Male;1000
20.11.2012;H25;Age Related Cataract 45+;Other diseases which can be caused by smoking;Attributable number;Male;5600
20.11.2012;S72.0-S72.2;Hip Fracture 55+;Other diseases which can be caused by smoking;Attributable number;Male;1700
20.11.2012;O03;Spontaneous Abortion;Other diseases which can be caused by smoking;Attributable number;Male;.
20.11.2012;All codes;All admissions;All admissions;Number of admissions;Female;5404297
20.11.2012;C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03;All diseases which can be caused by smoking;All diseases which can be caused by smoking;Number of admissions;Female;703354
20.11.2012;C00-D48;All cancers;All cancers;Number of admissions;Female;782189
20.11.2012;J00-J99;All respiratory diseases;All respiratory diseases;Number of admissions;Female;244455
20.11.2012;I00-I99;All circulatory diseases;All circulatory diseases;Number of admissions;Female;378373
20.11.2012;K00-K93;All diseases of the digestive system;All diseases of the digestive system;Number of admissions;Female;691319
20.11.2012;C33-C34;Trachea, Lung, Bronchus;Cancers which can be caused by smoking;Number of admissions;Female;37117
20.11.2012;C00-C14;Upper Respiratory Sites;Cancers which can be caused by smoking;Number of admissions;Female;5608
20.11.2012;C15;Oesophagus;Cancers which can be caused by smoking;Number of admissions;Female;8349
20.11.2012;C32;Larynx;Cancers which can be caused by smoking;Number of admissions;Female;864
20.11.2012;C53;Cervical;Cancers which can be caused by smoking;Number of admissions;Female;7083
20.11.2012;C67;Bladder;Cancers which can be caused by smoking;Number of admissions;Female;20396
20.11.2012;C64-C66 & C68;Kidney and Renal Pelvis;Cancers which can be caused by smoking;Number of admissions;Female;5037
20.11.2012;C16;Stomach;Cancers which can be caused by smoking;Number of admissions;Female;5614
20.11.2012;C25;Pancreas;Cancers which can be caused by smoking;Number of admissions;Female;11833
20.11.2012;C80;Unspecified Site;Cancers which can be caused by smoking;Number of admissions;Female;5025
20.11.2012;C92;Myeloid Leukaemia;Cancers which can be caused by smoking;Number of admissions;Female;16455
20.11.2012;J40-J43;Chronic Obstructive Lung Disease;Respiratory diseases which can be caused by smoking;Number of admissions;Female;2574
20.11.2012;J44;Chronic Airway Obstruction;Respiratory diseases which can be caused by smoking;Number of admissions;Female;55478
20.11.2012;J10-J18;Pneumonia, Influenza;Respiratory diseases which can be caused by smoking;Number of admissions;Female;70664
20.11.2012;I00-I09 & I26-I51;Other Heart Disease;Circulatory diseases which can be caused by smoking;Number of admissions;Female;119919
20.11.2012;I20-I25;Ischaemic Heart Disease;Circulatory diseases which can be caused by smoking;Number of admissions;Female;92597
20.11.2012;I72-I78;Other arterial disease;Circulatory diseases which can be caused by smoking;Number of admissions;Female;17159
20.11.2012;I60-I69;Cerebrovascular Disease;Circulatory diseases which can be caused by smoking;Number of admissions;Female;52954
20.11.2012;I71;Aortic Aneurysm;Circulatory diseases which can be caused by smoking;Number of admissions;Female;2765
20.11.2012;I70;Atherosclerosis;Circulatory diseases which can be caused by smoking;Number of admissions;Female;3355
20.11.2012;K25-K27;Stomach / Duodenal Ulcer;Digestive diseases which can be caused caused by smoking;Number of admissions;Female;11180
20.11.2012;K50;Crohns Disease;Digestive diseases which can be caused caused by smoking;Number of admissions;Female;17255
20.11.2012;K05;Periodontal Disease / Periodonitis;Digestive diseases which can be caused caused by smoking;Number of admissions;Female;3483
20.11.2012;H25;Age Related Cataract 45+;Other diseases which can be caused by smoking;Number of admissions;Female;69915
20.11.2012;S72.0-S72.2;Hip Fracture 55+;Other diseases which can be caused by smoking;Number of admissions;Female;48620
20.11.2012;O03;Spontaneous Abortion;Other diseases which can be caused by smoking;Number of admissions;Female;12055
20.11.2012;All codes;All admissions;All admissions;Attributable number;Female;172800
20.11.2012;C00-D48;All cancers;All cancers;Attributable number;Female;50000
20.11.2012;J00-J99;All respiratory diseases;All respiratory diseases;Attributable number;Female;58500
20.11.2012;I00-I99;All circulatory diseases;All circulatory diseases;Attributable number;Female;42400
20.11.2012;K00-K93;All diseases of the digestive system;All diseases of the digestive system;Attributable number;Female;9200
20.11.2012;C33-C34;Trachea, Lung, Bronchus;Cancers which can be caused by smoking;Attributable number;Female;27500
20.11.2012;C00-C14;Upper Respiratory Sites;Cancers which can be caused by smoking;Attributable number;Female;2800
20.11.2012;C15;Oesophagus;Cancers which can be caused by smoking;Attributable number;Female;5100
20.11.2012;C32;Larynx;Cancers which can be caused by smoking;Attributable number;Female;700
20.11.2012;C53;Cervical;Cancers which can be caused by smoking;Attributable number;Female;800
20.11.2012;C67;Bladder;Cancers which can be caused by smoking;Attributable number;Female;6200
20.11.2012;C64-C66 & C68;Kidney and Renal Pelvis;Cancers which can be caused by smoking;Attributable number;Female;400
20.11.2012;C16;Stomach;Cancers which can be caused by smoking;Attributable number;Female;700
20.11.2012;C25;Pancreas;Cancers which can be caused by smoking;Attributable number;Female;3100
20.11.2012;C80;Unspecified Site;Cancers which can be caused by smoking;Attributable number;Female;1100
20.11.2012;C92;Myeloid Leukaemia;Cancers which can be caused by smoking;Attributable number;Female;1600
20.11.2012;J40-J43;Chronic Obstructive Lung Disease;Respiratory diseases which can be caused by smoking;Attributable number;Female;2100
20.11.2012;J44;Chronic Airway Obstruction;Respiratory diseases which can be caused by smoking;Attributable number;Female;43200
20.11.2012;J10-J18;Pneumonia, Influenza;Respiratory diseases which can be caused by smoking;Attributable number;Female;13200
20.11.2012;I00-I09 & I26-I51;Other Heart Disease;Circulatory diseases which can be caused by smoking;Attributable number;Female;12600
20.11.2012;I20-I25;Ischaemic Heart Disease;Circulatory diseases which can be caused by smoking;Attributable number;Female;17400
20.11.2012;I72-I78;Other arterial disease;Circulatory diseases which can be caused by smoking;Attributable number;Female;3200
20.11.2012;I60-I69;Cerebrovascular Disease;Circulatory diseases which can be caused by smoking;Attributable number;Female;7200
20.11.2012;I71;Aortic Aneurysm;Circulatory diseases which can be caused by smoking;Attributable number;Female;1600
20.11.2012;I70;Atherosclerosis;Circulatory diseases which can be caused by smoking;Attributable number;Female;400
20.11.2012;K25-K27;Stomach / Duodenal Ulcer;Digestive diseases which can be caused caused by smoking;Attributable number;Female;5100
20.11.2012;K50;Crohns Disease;Digestive diseases which can be caused caused by smoking;Attributable number;Female;2700
20.11.2012;K05;Periodontal Disease / Periodonitis;Digestive diseases which can be caused caused by smoking;Attributable number;Female;1400
20.11.2012;H25;Age Related Cataract 45+;Other diseases which can be caused by smoking;Attributable number;Female;7000
20.11.2012;S72.0-S72.2;Hip Fracture 55+;Other diseases which can be caused by smoking;Attributable number;Female;5200
20.11.2012;O03;Spontaneous Abortion;Other diseases which can be caused by smoking;Attributable number;Female;500
20.10.2011;All codes;All admissions;All admissions;Number of admissions;;
20.10.2011;C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03;All diseases which can be caused by smoking;All diseases which can be caused by smoking;Number of admissions;;1534176
20.10.2011;C00-D48;All cancers;All cancers;Number of admissions;;1455823
20.10.2011;J00-J99;All respiratory diseases;All respiratory diseases;Number of admissions;;490845
20.10.2011;I00-I99;All circulatory diseases;All circulatory diseases;Number of admissions;;886996
20.10.2011;K00-K93;All diseases of the digestive system;All diseases of the digestive system;Number of admissions;;1289163
20.10.2011;C33-C34;Trachea, Lung, Bronchus;Cancers which can be caused by smoking;Number of admissions;;81162
20.10.2011;C00-C14;Upper Respiratory Sites;Cancers which can be caused by smoking;Number of admissions;;19715
20.10.2011;C15;Oesophagus;Cancers which can be caused by smoking;Number of admissions;;29528
20.10.2011;C32;Larynx;Cancers which can be caused by smoking;Number of admissions;;4820
20.10.2011;C53;Cervical;Cancers which can be caused by smoking;Number of admissions;;6504
20.10.2011;C67;Bladder;Cancers which can be caused by smoking;Number of admissions;;81663
20.10.2011;C64-C66 & C68;Kidney and Renal Pelvis;Cancers which can be caused by smoking;Number of admissions;;13813
20.10.2011;C16;Stomach;Cancers which can be caused by smoking;Number of admissions;;20368
20.10.2011;C25;Pancreas;Cancers which can be caused by smoking;Number of admissions;;23553
20.10.2011;C80;Unspecified Site;Cancers which can be caused by smoking;Number of admissions;;9127
20.10.2011;C92;Myeloid Leukaemia;Cancers which can be caused by smoking;Number of admissions;;37198
20.10.2011;J40-J43;Chronic Obstructive Lung Disease;Respiratory diseases which can be caused by smoking;Number of admissions;;6130
20.10.2011;J44;Chronic Airway Obstruction;Respiratory diseases which can be caused by smoking;Number of admissions;;112790
20.10.2011;J10-J18;Pneumonia, Influenza;Respiratory diseases which can be caused by smoking;Number of admissions;;141899
20.10.2011;I00-I09 & I26-I51;Other Heart Disease;Circulatory diseases which can be caused by smoking;Number of admissions;;256619
20.10.2011;I20-I25;Ischaemic Heart Disease;Circulatory diseases which can be caused by smoking;Number of admissions;;276670
20.10.2011;I72-I78;Other arterial disease;Circulatory diseases which can be caused by smoking;Number of admissions;;41840
20.10.2011;I60-I69;Cerebrovascular Disease;Circulatory diseases which can be caused by smoking;Number of admissions;;103388
20.10.2011;I71;Aortic Aneurysm;Circulatory diseases which can be caused by smoking;Number of admissions;;11626
20.10.2011;I70;Atherosclerosis;Circulatory diseases which can be caused by smoking;Number of admissions;;8527
20.10.2011;K25-K27;Stomach / Duodenal Ulcer;Digestive diseases which can be caused caused by smoking;Number of admissions;;22885
20.10.2011;K50;Crohns Disease;Digestive diseases which can be caused caused by smoking;Number of admissions;;28285
20.10.2011;K05;Periodontal Disease / Periodonitis;Digestive diseases which can be caused caused by smoking;Number of admissions;;5378
20.10.2011;H25;Age Related Cataract 45+;Other diseases which can be caused by smoking;Number of admissions;;113171
20.10.2011;S72.0-S72.2;Hip Fracture 55+;Other diseases which can be caused by smoking;Number of admissions;;64545
20.10.2011;O03;Spontaneous Abortion;Other diseases which can be caused by smoking;Number of admissions;;12972
20.10.2011;All codes;All admissions;All admissions;Attributable number;;459900
20.10.2011;C00-D48;All cancers;All cancers;Attributable number;;160300
20.10.2011;J00-J99;All respiratory diseases;All respiratory diseases;Attributable number;;126200
20.10.2011;I00-I99;All circulatory diseases;All circulatory diseases;Attributable number;;135400
20.10.2011;K00-K93;All diseases of the digestive system;All diseases of the digestive system;Attributable number;;18100
20.10.2011;C33-C34;Trachea, Lung, Bronchus;Cancers which can be caused by smoking;Attributable number;;66200
20.10.2011;C00-C14;Upper Respiratory Sites;Cancers which can be caused by smoking;Attributable number;;13100
20.10.2011;C15;Oesophagus;Cancers which can be caused by smoking;Attributable number;;19800
20.10.2011;C32;Larynx;Cancers which can be caused by smoking;Attributable number;;3900
20.10.2011;C53;Cervical;Cancers which can be caused by smoking;Attributable number;;800
20.10.2011;C67;Bladder;Cancers which can be caused by smoking;Attributable number;;33400
20.10.2011;C64-C66 & C68;Kidney and Renal Pelvis;Cancers which can be caused by smoking;Attributable number;;3500
20.10.2011;C16;Stomach;Cancers which can be caused by smoking;Attributable number;;4400
20.10.2011;C25;Pancreas;Cancers which can be caused by smoking;Attributable number;;5700
20.10.2011;C80;Unspecified Site;Cancers which can be caused by smoking;Attributable number;;3300
20.10.2011;C92;Myeloid Leukaemia;Cancers which can be caused by smoking;Attributable number;;6300
